EmployeeId,Age,Gender,MaritalStatus,Turnover,Department,Role,RoleGrade,QualificationsHeld,YearsWorkExperience,EducationField,EmployeeSatisfactionScore,JobEngagementScore,JobSatisfactionScore,PreviousManagerRelationshipSatisfactionScore,ManagerRelationshipSatisfactionScore,Traveling,RegularOvertime,PercentSalaryHike,ContractHours,SharesOptionLevel,TrainingTimesLastYear,WorkLifeBalanceScore,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,DistanceFromHome
553,30,F,Divorced,No,Research & Development,Healthcare Representative,2,3,0,Medical,1,3,3,1,3,No,No,18,37.5,1,4,3,13,2,2,1
554,36,M,Married,No,Research & Development,Research Scientist,1,4,0,Life Sciences,3,3,3,1,3,Mostly,No,15,37.5,0,2,2,11,8,9,2
555,35,F,Single,No,Research & Development,Healthcare Representative,2,3,1,Life Sciences,2,3,4,4,3,Sometimes,No,12,37.5,0,2,4,10,8,8,2
556,29,F,Married,No,Sales,Sales Representative,1,3,1,Technical Degree,2,3,3,1,3,Sometimes,No,16,37.5,1,4,3,2,2,2,23
557,46,F,Single,No,Sales,Sales Executive,4,4,1,Other,3,3,4,4,3,Sometimes,No,16,37.5,0,6,3,14,14,10,8
558,41,F,Single,No,Research & Development,Research Scientist,2,4,1,Technical Degree,2,3,3,2,3,Sometimes,No,15,37.5,0,4,3,10,9,8,3
559,31,F,Married,No,Human Resources,Research Director,2,3,7,Life Sciences,1,3,3,1,3,Mostly,No,12,37.5,1,2,2,5,2,2,10
560,49,M,Single,No,Sales,Sales Executive,2,2,0,Marketing,1,3,2,3,3,Mostly,No,13,37.5,0,6,3,8,7,6,2
561,27,M,Single,Yes,Human Resources,Human Resources,1,3,0,Human Resources,4,4,1,4,3,Sometimes,No,11,37.5,0,2,3,0,0,0,19
562,35,M,Married,No,Sales,Manager,4,4,2,Life Sciences,4,3,2,4,4,Mostly,No,25,37.5,1,3,4,7,4,4,3
563,53,F,Single,No,Research & Development,Research Scientist,1,1,7,Life Sciences,1,2,3,4,4,Sometimes,No,20,37.5,0,5,4,5,2,4,3
564,19,F,Married,No,Research & Development,Laboratory Technician,1,3,3,Life Sciences,3,4,2,3,3,Sometimes,Yes,17,37.5,1,2,3,2,2,2,16
565,39,M,Divorced,No,Research & Development,Research Scientist,2,4,2,Medical,3,3,3,4,3,Sometimes,No,19,37.5,1,3,4,3,2,2,4
566,29,M,Married,No,Research & Development,Research Scientist,1,3,1,Life Sciences,4,3,4,4,3,Sometimes,Yes,13,37.5,1,3,2,4,2,2,23
567,44,M,Single,No,Research & Development,Research Scientist,2,3,3,Medical,4,3,1,3,3,Sometimes,Yes,14,37.5,0,4,2,6,2,2,11
568,52,M,Married,No,Research & Development,Healthcare Representative,4,3,2,Technical Degree,4,2,4,3,3,Mostly,No,11,37.5,1,3,3,20,9,10,8
569,45,M,Single,No,Research & Development,Laboratory Technician,2,4,4,Life Sciences,3,4,2,1,3,No,No,16,37.5,0,4,4,3,2,2,6
570,28,M,Divorced,Yes,Sales,Sales Representative,1,3,1,Marketing,4,3,1,4,3,Sometimes,No,13,37.5,1,5,3,1,1,1,10
571,39,F,Married,No,Sales,Sales Executive,2,3,2,Marketing,2,3,4,4,3,Sometimes,No,12,37.5,0,2,3,8,7,7,10
572,40,M,Single,No,Research & Development,Research Scientist,1,3,5,Life Sciences,3,3,3,1,4,No,No,24,37.5,0,3,3,3,1,1,4
573,33,M,Married,No,Research & Development,Laboratory Technician,1,3,4,Life Sciences,1,3,4,2,3,No,No,14,37.5,0,6,3,3,2,2,8
574,43,F,Divorced,No,Sales,Sales Representative,2,1,1,Marketing,3,1,2,3,3,Sometimes,Yes,14,37.5,2,3,2,1,1,1,12
575,42,M,Single,No,Research & Development,Research Director,3,4,3,Medical,2,3,4,4,3,No,No,11,37.5,0,6,2,9,2,1,24
576,34,M,Married,No,Research & Development,Laboratory Technician,1,2,9,Life Sciences,3,4,1,2,4,Sometimes,No,24,37.5,1,2,3,5,1,2,15
577,30,F,Divorced,Yes,Research & Development,Research Scientist,1,3,0,Medical,4,2,2,3,3,Sometimes,Yes,17,37.5,3,2,2,1,1,1,5
578,28,M,Married,No,Sales,Sales Executive,2,1,0,Life Sciences,3,2,2,1,3,Mostly,No,17,37.5,3,3,3,8,7,7,2
579,47,M,Single,No,Research & Development,Manufacturing Director,2,3,6,Life Sciences,3,3,4,3,3,Sometimes,No,13,37.5,0,2,3,3,2,2,1
580,21,F,Single,No,Research & Development,Research Scientist,1,1,3,Technical Degree,4,3,3,3,3,Sometimes,Yes,17,37.5,0,3,2,2,2,1,8
581,45,M,Married,No,Research & Development,Laboratory Technician,2,2,1,Life Sciences,1,3,4,3,3,Sometimes,No,11,37.5,1,2,3,5,1,2,9
582,34,F,Divorced,No,Sales,Sales Executive,2,3,1,Medical,1,3,1,4,3,Sometimes,No,12,37.5,3,3,3,14,13,9,8
583,18,F,Single,Yes,Sales,Sales Representative,1,2,1,Technical Degree,1,2,4,4,3,Sometimes,No,13,37.5,0,6,3,1,1,1,2
584,29,M,Divorced,No,Research & Development,Manufacturing Director,2,4,3,Medical,1,3,1,3,3,Sometimes,No,11,37.5,2,1,3,8,3,1,20
585,36,F,Married,No,Research & Development,Healthcare Representative,3,4,7,Medical,4,3,3,2,3,Sometimes,No,12,37.5,0,4,2,8,7,6,18
586,42,M,Single,No,Research & Development,Manufacturing Director,3,4,8,Life Sciences,4,3,1,3,3,Mostly,No,19,37.5,0,4,4,7,7,7,8
587,44,F,Single,No,Research & Development,Healthcare Representative,2,3,2,Other,2,3,3,1,3,Sometimes,No,14,37.5,0,6,4,8,7,8,24
588,35,F,Single,No,Sales,Sales Executive,3,4,8,Marketing,3,3,4,4,3,Sometimes,No,12,37.5,0,3,3,11,11,10,8
589,25,F,Married,No,Sales,Sales Executive,2,3,1,Life Sciences,4,2,3,2,4,No,No,25,37.5,1,2,1,7,7,7,21
590,42,M,Divorced,No,Research & Development,Research Director,4,4,1,Technical Degree,3,3,1,4,3,Mostly,Yes,12,37.5,2,3,3,31,1,0,21
591,34,F,Divorced,Yes,Research & Development,Healthcare Representative,2,4,4,Life Sciences,4,3,3,2,3,Sometimes,Yes,14,37.5,3,1,2,9,7,7,1
592,28,M,Single,No,Research & Development,Research Scientist,1,3,1,Life Sciences,3,2,4,1,3,Sometimes,Yes,13,37.5,0,3,2,3,2,2,3
593,45,F,Divorced,No,Human Resources,Sales Executive,3,4,2,Life Sciences,1,3,4,3,3,No,No,11,37.5,1,2,3,7,1,7,7
594,35,M,Divorced,No,Sales,Sales Executive,2,5,1,Marketing,1,3,2,2,3,Sometimes,No,12,37.5,2,3,2,7,7,7,9
595,41,M,Single,No,Research & Development,Healthcare Representative,3,4,2,Life Sciences,4,3,4,3,3,Sometimes,No,17,37.5,0,3,2,0,0,0,8
596,35,F,Single,No,Research & Development,Research Scientist,1,4,1,Medical,2,3,3,3,3,Sometimes,No,17,37.5,0,2,3,10,0,8,13
597,43,M,Married,No,Research & Development,Healthcare Representative,4,3,0,Life Sciences,3,4,3,3,3,Mostly,No,15,37.5,3,3,3,13,10,13,2
598,34,M,Single,No,Research & Development,Research Scientist,1,4,3,Technical Degree,4,1,4,4,3,Mostly,No,16,37.5,0,3,3,2,2,1,9
599,31,F,Married,Yes,Sales,Sales Representative,1,3,1,Marketing,3,2,1,2,3,Sometimes,No,13,37.5,2,2,2,1,1,1,23
600,32,M,Single,No,Research & Development,Research Scientist,1,1,0,Life Sciences,4,3,4,3,3,Mostly,No,15,37.5,0,2,3,4,4,3,8
601,18,M,Divorced,No,Sales,Sales Executive,3,3,2,Medical,3,3,4,3,4,No,No,21,37.5,1,0,2,9,3,7,15
602,38,F,Divorced,No,Research & Development,Healthcare Representative,2,4,0,Medical,3,3,4,1,3,Sometimes,No,14,37.5,1,2,2,16,14,11,14
603,37,F,Single,No,Research & Development,Laboratory Technician,2,3,1,Technical Degree,2,2,2,1,3,Mostly,Yes,19,37.5,0,3,3,1,1,1,10
604,33,M,Single,No,Research & Development,Research Scientist,1,4,1,Technical Degree,3,3,4,1,3,Mostly,No,11,37.5,0,5,3,7,6,3,6
605,29,F,Single,No,Research & Development,Laboratory Technician,1,3,0,Technical Degree,4,2,3,1,3,Mostly,Yes,12,37.5,0,2,3,0,0,0,2
606,35,F,Divorced,No,Research & Development,Manufacturing Director,2,2,3,Life Sciences,3,3,4,1,3,No,Yes,18,37.5,2,3,3,10,7,7,3
607,31,M,Single,No,Sales,Sales Executive,2,3,6,Medical,3,3,2,2,3,Sometimes,No,14,37.5,0,3,3,1,1,1,3
608,51,M,Married,Yes,Sales,Manager,3,3,9,Marketing,3,3,1,4,3,Mostly,Yes,12,37.5,1,3,2,11,7,7,7
609,49,M,Married,No,Research & Development,Manager,4,2,1,Life Sciences,1,2,4,4,3,Sometimes,No,12,37.5,1,5,1,27,12,10,21
610,40,F,Married,No,Research & Development,Healthcare Representative,3,2,2,Life Sciences,3,3,1,3,3,Sometimes,No,16,37.5,1,2,3,7,7,5,21
611,42,M,Married,No,Sales,Sales Executive,2,3,3,Marketing,4,3,4,3,3,Sometimes,Yes,11,37.5,1,3,2,1,1,1,10
612,41,M,Divorced,Yes,Research & Development,Laboratory Technician,3,2,4,Life Sciences,3,3,4,3,3,Sometimes,Yes,11,37.5,1,1,3,7,7,7,9
613,32,F,Married,No,Research & Development,Research Director,3,3,1,Other,4,3,1,2,3,Sometimes,No,13,37.5,1,3,2,22,8,11,16
614,56,F,Married,No,Research & Development,Laboratory Technician,2,3,1,Other,3,3,3,3,3,Sometimes,Yes,11,37.5,0,2,2,10,7,9,1
615,22,F,Married,No,Sales,Sales Executive,2,1,1,Life Sciences,4,3,3,4,3,Sometimes,Yes,14,37.5,2,2,3,5,3,3,14
616,51,F,Married,No,Research & Development,Research Scientist,1,3,5,Medical,3,2,4,3,4,Mostly,Yes,25,37.5,1,5,4,5,4,4,18
617,31,F,Married,No,Sales,Sales Executive,2,1,3,Medical,3,3,3,4,3,Sometimes,No,18,37.5,1,5,4,6,4,2,6
618,20,M,Married,No,Research & Development,Research Scientist,1,3,1,Medical,4,1,3,4,3,Sometimes,No,17,37.5,1,2,2,4,2,2,3
619,28,F,Single,Yes,Sales,Sales Executive,2,2,1,Life Sciences,3,3,3,1,3,Sometimes,Yes,16,37.5,0,5,2,8,2,8,4
620,54,M,Married,No,Research & Development,Manager,4,4,4,Life Sciences,2,3,4,1,3,Sometimes,Yes,11,37.5,1,5,3,4,3,3,29
621,58,F,Single,No,Research & Development,Laboratory Technician,2,2,3,Medical,3,2,3,4,3,Mostly,Yes,16,37.5,0,2,3,7,2,7,20
622,40,F,Married,No,Human Resources,Manager,5,2,2,Medical,3,3,4,4,3,Sometimes,No,17,37.5,1,2,4,8,7,7,2
623,22,F,Married,No,Research & Development,Laboratory Technician,1,5,0,Life Sciences,1,3,3,2,3,Sometimes,No,11,37.5,1,2,2,2,2,2,15
624,58,F,Married,No,Research & Development,Research Scientist,1,4,8,Medical,4,3,1,3,3,Sometimes,No,15,37.5,1,5,1,0,0,0,1
625,34,M,Single,No,Sales,Sales Representative,2,3,1,Life Sciences,4,3,1,2,3,Sometimes,No,11,37.5,0,6,3,19,7,8,27
626,51,M,Single,No,Research & Development,Research Scientist,2,4,9,Life Sciences,2,2,1,4,4,Sometimes,Yes,20,37.5,0,3,2,6,1,3,1
627,38,M,Divorced,No,Sales,Sales Executive,2,3,5,Other,4,4,3,4,3,Sometimes,Yes,14,37.5,1,0,3,5,2,2,2
628,37,F,Married,Yes,Research & Development,Research Scientist,1,3,1,Life Sciences,3,3,3,3,3,Mostly,Yes,11,37.5,1,2,2,1,1,1,7
629,29,M,Married,No,Research & Development,Manufacturing Director,2,1,1,Life Sciences,3,3,4,2,3,Mostly,No,13,37.5,1,0,3,3,2,2,8
630,39,F,Married,No,Research & Development,Laboratory Technician,1,2,0,Technical Degree,3,4,1,4,3,Sometimes,No,12,37.5,1,4,3,5,2,2,7
631,45,M,Married,No,Research & Development,Laboratory Technician,1,4,5,Life Sciences,3,2,4,2,3,Sometimes,No,18,37.5,2,3,2,3,2,1,15
632,36,M,Single,No,Sales,Sales Representative,1,4,1,Marketing,2,3,4,3,3,Sometimes,No,19,37.5,0,2,3,3,2,2,15
633,34,F,Married,No,Research & Development,Healthcare Representative,2,4,1,Medical,3,2,1,2,3,No,No,14,37.5,1,3,4,4,2,3,1
634,36,F,Divorced,No,Research & Development,Research Scientist,2,2,7,Medical,1,3,2,4,3,Sometimes,No,11,37.5,2,3,1,14,12,2,29
635,36,M,Married,No,Research & Development,Research Director,4,1,1,Life Sciences,4,2,1,2,3,Sometimes,No,13,37.5,0,2,3,21,7,9,2
636,44,F,Married,No,Research & Development,Laboratory Technician,1,3,0,Other,4,2,4,3,3,Sometimes,No,11,37.5,0,3,3,1,1,1,2
637,39,M,Single,Yes,Research & Development,Research Director,3,1,9,Human Resources,3,3,3,4,4,Mostly,Yes,22,37.5,0,3,4,11,0,8,9
638,37,M,Single,No,Research & Development,Laboratory Technician,1,3,0,Life Sciences,4,3,3,1,3,Sometimes,No,14,37.5,0,3,3,4,2,3,4
639,30,M,Married,No,Research & Development,Research Scientist,1,4,4,Medical,3,3,4,3,3,Sometimes,Yes,12,37.5,1,3,2,2,2,2,11
640,30,F,Single,No,Research & Development,Research Scientist,1,4,1,Life Sciences,1,3,3,1,3,Sometimes,No,13,37.5,0,2,3,5,4,2,21
641,36,F,Married,No,Sales,Sales Executive,2,4,8,Marketing,3,2,4,3,3,Sometimes,No,17,37.5,1,4,1,10,7,7,26
642,47,M,Single,Yes,Research & Development,Research Scientist,1,3,3,Life Sciences,2,3,1,1,3,Sometimes,No,12,37.5,0,4,3,0,0,0,2
643,49,M,Married,No,Research & Development,Research Scientist,2,4,4,Life Sciences,3,3,1,4,3,Sometimes,No,13,37.5,1,3,3,7,6,1,7
644,29,F,Divorced,No,Sales,Sales Executive,3,2,1,Other,3,2,3,3,3,Sometimes,No,13,37.5,2,1,3,7,5,7,14
645,28,M,Divorced,Yes,Sales,Sales Executive,2,2,9,Other,3,3,4,2,3,Mostly,Yes,19,37.5,1,2,3,2,2,2,23
646,30,F,Divorced,No,Sales,Sales Executive,3,1,1,Marketing,1,3,2,3,4,Sometimes,Yes,21,37.5,1,3,3,3,2,2,21
647,43,M,Married,No,Research & Development,Laboratory Technician,1,4,9,Medical,1,2,1,1,4,Mostly,No,22,37.5,0,1,3,2,2,2,2
648,25,F,Single,Yes,Sales,Sales Representative,1,2,1,Life Sciences,4,3,3,1,3,No,No,11,37.5,0,3,3,9,0,1,5
649,39,M,Married,No,Human Resources,Healthcare Representative,2,4,1,Life Sciences,4,3,3,1,3,Sometimes,No,13,37.5,2,3,2,3,2,2,29
650,31,M,Single,No,Human Resources,Manufacturing Director,3,4,4,Life Sciences,3,2,3,1,4,Sometimes,No,25,37.5,0,2,2,7,4,2,7
651,27,F,Married,No,Sales,Sales Representative,1,2,1,Medical,4,2,1,1,3,Mostly,No,14,37.5,0,1,3,5,3,3,1
652,37,F,Single,No,Research & Development,Research Scientist,1,2,8,Life Sciences,3,4,2,3,3,No,No,16,37.5,0,3,3,1,1,1,24
653,30,M,Single,No,Research & Development,Manufacturing Director,2,2,4,Medical,4,2,1,3,3,Sometimes,No,12,37.5,0,3,3,4,3,2,9
654,31,M,Married,No,Sales,Sales Executive,2,1,1,Marketing,4,3,1,2,3,Sometimes,No,13,37.5,3,3,3,6,3,3,1
655,37,M,Single,Yes,Human Resources,Sales Executive,3,3,3,Other,4,2,3,4,3,Mostly,Yes,12,37.5,0,2,3,7,3,7,7
656,30,M,Married,No,Research & Development,Manager,3,3,3,Life Sciences,3,3,3,3,3,Sometimes,No,11,37.5,0,3,1,15,13,12,6
657,41,M,Single,No,Research & Development,Laboratory Technician,1,4,1,Life Sciences,3,3,3,3,4,Sometimes,No,21,37.5,0,3,3,4,2,2,8
658,32,M,Married,No,Research & Development,Healthcare Representative,2,4,1,Other,3,3,2,2,3,Sometimes,No,17,37.5,0,2,3,10,8,7,7
659,25,F,Single,No,Sales,Sales Representative,1,3,1,Marketing,2,3,4,3,3,Sometimes,No,18,37.5,0,3,2,4,0,4,26
660,53,M,Married,No,Research & Development,Manufacturing Director,3,4,3,Life Sciences,2,2,4,1,3,Sometimes,No,16,37.5,2,3,3,10,9,9,1
661,27,F,Single,No,Research & Development,Sales Representative,1,3,1,Medical,4,1,2,2,3,Sometimes,No,12,37.5,0,2,4,5,3,4,9
662,47,M,Married,No,Research & Development,Research Scientist,1,5,0,Medical,1,3,2,3,3,Sometimes,No,17,37.5,0,0,4,2,2,2,2
663,25,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,3,3,3,3,Mostly,No,16,37.5,1,2,4,10,8,7,27
664,41,M,Single,No,Research & Development,Healthcare Representative,3,2,6,Life Sciences,4,3,3,3,3,Sometimes,No,12,37.5,0,1,3,5,3,2,10
665,35,M,Married,No,Human Resources,Manufacturing Director,2,4,1,Life Sciences,2,3,2,3,3,No,Yes,18,37.5,1,3,2,10,6,8,4
666,25,M,Single,No,Research & Development,Research Scientist,1,3,1,Medical,1,3,4,4,3,No,No,13,37.5,0,6,3,1,1,1,24
667,41,F,Single,No,Research & Development,Research Scientist,1,4,0,Other,4,3,1,2,3,Sometimes,No,11,37.5,0,3,3,3,2,2,1
668,35,M,Married,No,Research & Development,Research Scientist,2,3,1,Life Sciences,1,3,1,1,3,Sometimes,No,15,37.5,2,2,3,8,7,7,13
669,30,M,Married,No,Research & Development,Laboratory Technician,2,2,1,Medical,4,1,1,4,3,Sometimes,No,17,37.5,1,4,3,10,7,9,7
670,20,M,Single,Yes,Research & Development,Research Scientist,1,1,1,Medical,4,3,2,3,3,Sometimes,Yes,16,37.5,0,5,3,1,1,1,2
671,34,F,Married,No,Research & Development,Healthcare Representative,3,2,2,Life Sciences,1,3,4,2,4,Sometimes,No,23,37.5,3,4,3,7,3,7,3
672,31,M,Divorced,No,Research & Development,Research Scientist,1,3,0,Medical,3,3,4,4,3,Mostly,No,12,37.5,2,3,3,2,2,2,1
673,35,F,Married,No,Research & Development,Manager,4,4,9,Life Sciences,4,3,4,3,3,Sometimes,Yes,18,37.5,1,2,3,7,4,7,28
674,21,M,Divorced,No,Research & Development,Research Scientist,1,3,7,Medical,4,3,2,3,3,Mostly,No,13,37.5,1,2,2,3,2,3,23
675,36,F,Divorced,No,Research & Development,Research Scientist,2,4,1,Medical,1,2,3,1,3,Mostly,Yes,11,37.5,2,5,2,10,8,7,18
676,40,M,Single,No,Research & Development,Research Scientist,1,1,1,Life Sciences,3,2,4,1,4,Sometimes,No,22,37.5,0,2,3,6,0,4,17
677,28,M,Single,Yes,Sales,Sales Executive,2,3,0,Other,4,2,3,1,3,Sometimes,Yes,12,37.5,0,3,4,8,7,7,4
678,54,M,Married,No,Research & Development,Research Scientist,1,3,1,Medical,4,4,3,4,3,Mostly,No,16,37.5,2,3,3,5,4,1,22
679,36,F,Married,No,Sales,Sales Executive,3,4,3,Marketing,3,2,4,4,4,Sometimes,Yes,22,37.5,0,2,4,1,1,1,3
680,31,M,Divorced,Yes,Research & Development,Research Scientist,1,1,0,Life Sciences,1,3,3,2,4,Mostly,No,20,37.5,1,5,3,2,2,2,20
681,37,M,Married,No,Research & Development,Laboratory Technician,2,4,1,Medical,3,2,1,4,3,Sometimes,No,14,37.5,3,2,3,18,17,7,2
682,28,M,Married,No,Research & Development,Laboratory Technician,1,4,1,Medical,3,3,3,3,3,Sometimes,No,14,37.5,1,5,3,5,2,4,4
683,46,F,Married,No,Research & Development,Manager,4,5,7,Life Sciences,1,3,4,4,3,Mostly,Yes,18,37.5,0,2,4,7,3,7,9
684,58,M,Married,No,Research & Development,Manager,4,3,8,Other,4,4,3,4,4,Sometimes,No,21,37.5,1,3,2,20,16,15,24
685,25,M,Single,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,4,1,3,3,3,Sometimes,No,12,37.5,0,2,2,4,2,2,2
686,59,M,Single,No,Sales,Sales Executive,2,2,7,Marketing,2,2,1,3,3,Mostly,No,11,37.5,0,2,3,8,0,8,1
687,29,M,Married,No,Research & Development,Research Scientist,1,2,1,Other,4,2,3,1,3,Sometimes,Yes,18,37.5,1,2,3,8,1,4,1
688,39,M,Married,No,Research & Development,Healthcare Representative,2,4,0,Life Sciences,4,3,4,2,3,Mostly,No,12,37.5,1,0,3,9,8,8,2
689,30,M,Married,No,Sales,Sales Executive,2,5,1,Life Sciences,4,3,4,4,3,No,Yes,13,37.5,3,5,3,10,8,9,7
690,38,M,Divorced,No,Sales,Sales Executive,2,3,1,Technical Degree,3,3,2,4,3,Mostly,No,13,37.5,1,3,3,17,7,17,4
691,36,M,Single,No,Sales,Sales Executive,3,1,1,Medical,2,3,3,4,3,Sometimes,No,15,37.5,0,3,2,18,7,9,8
692,35,M,Married,No,Research & Development,Healthcare Representative,2,4,0,Medical,2,2,4,1,4,Sometimes,No,21,37.5,2,1,3,13,12,2,1
693,58,M,Divorced,No,Research & Development,Manufacturing Director,3,2,2,Medical,4,2,2,1,3,Sometimes,No,12,37.5,1,3,2,7,3,1,5
694,48,M,Single,No,Research & Development,Research Scientist,2,2,0,Life Sciences,2,3,3,4,3,Sometimes,No,12,37.5,0,3,2,8,0,5,1
695,31,M,Divorced,No,Sales,Sales Executive,3,3,3,Life Sciences,1,1,4,3,3,Sometimes,No,11,37.5,1,2,2,8,0,8,6
696,33,M,Married,No,Research & Development,Healthcare Representative,2,3,1,Life Sciences,1,3,3,4,4,Mostly,No,20,37.5,2,2,3,7,7,3,5
697,23,F,Single,Yes,Sales,Sales Representative,1,3,1,Medical,1,3,3,3,3,Sometimes,Yes,13,37.5,0,2,3,2,0,2,12
698,30,M,Married,No,Research & Development,Research Scientist,2,4,3,Medical,3,3,2,4,3,Sometimes,Yes,14,37.5,1,3,2,17,7,7,5
699,46,M,Divorced,No,Sales,Sales Executive,3,4,2,Marketing,2,2,4,2,3,Sometimes,No,17,37.5,1,3,3,5,5,2,10
700,30,M,Divorced,No,Research & Development,Research Scientist,1,1,7,Medical,1,4,4,2,3,Sometimes,No,19,37.5,2,2,2,5,2,2,1
701,48,M,Single,No,Research & Development,Healthcare Representative,2,4,1,Medical,1,2,4,4,3,Sometimes,No,11,37.5,0,4,3,10,6,8,5
702,32,M,Married,Yes,Sales,Sales Representative,1,3,4,Human Resources,2,4,2,2,3,Mostly,Yes,18,37.5,0,4,1,5,3,4,17
703,53,M,Divorced,No,Research & Development,Research Director,4,3,7,Medical,2,3,1,4,3,Sometimes,Yes,14,37.5,1,1,4,25,4,13,26
704,45,M,Married,No,Human Resources,Manager,5,3,6,Medical,1,3,2,1,3,Sometimes,No,11,37.5,0,2,3,21,16,11,7
705,44,F,Married,No,Research & Development,Research Director,3,3,8,Life Sciences,3,3,2,2,3,Sometimes,No,12,37.5,3,3,1,5,0,2,7
706,44,F,Divorced,No,Sales,Sales Executive,2,2,0,Medical,2,2,3,3,4,No,No,21,37.5,1,0,3,4,4,2,2
707,29,M,Married,No,Sales,Sales Executive,2,1,1,Life Sciences,1,3,3,1,3,No,No,11,37.5,1,2,4,8,7,7,13
708,41,F,Married,No,Sales,Sales Executive,4,4,2,Marketing,1,2,4,3,3,Sometimes,No,13,37.5,1,3,2,3,2,2,20
709,51,M,Single,Yes,Research & Development,Manufacturing Director,2,1,3,Medical,1,2,2,4,4,Sometimes,No,21,37.5,0,2,2,1,1,1,1
710,36,M,Single,Yes,Sales,Sales Executive,2,4,1,Other,3,2,4,3,3,Sometimes,Yes,14,37.5,0,3,3,10,4,1,1
711,43,M,Single,No,Research & Development,Research Director,5,3,4,Medical,2,4,4,2,4,Mostly,No,20,37.5,0,0,3,9,4,5,3
712,33,M,Divorced,No,Research & Development,Research Scientist,1,3,5,Life Sciences,4,3,3,3,3,Sometimes,Yes,11,37.5,3,2,4,9,2,2,28
713,29,M,Married,No,Research & Development,Laboratory Technician,1,3,1,Life Sciences,3,3,3,1,3,Sometimes,No,13,37.5,1,2,1,1,1,1,4
714,32,M,Single,No,Sales,Sales Executive,2,4,1,Life Sciences,4,2,4,1,3,Mostly,Yes,19,37.5,0,2,3,5,3,3,6
715,38,M,Single,No,Research & Development,Manufacturing Director,3,3,6,Other,3,3,4,4,3,Sometimes,No,16,37.5,0,3,1,7,2,2,1
716,34,M,Married,No,Research & Development,Research Scientist,1,4,1,Technical Degree,3,3,2,3,3,Sometimes,No,14,37.5,1,3,2,6,3,2,4
717,33,M,Divorced,No,Research & Development,Research Scientist,1,3,1,Life Sciences,2,3,4,3,3,Sometimes,Yes,11,37.5,1,2,3,10,8,7,12
718,40,M,Married,No,Sales,Sales Executive,4,5,0,Marketing,4,2,2,3,3,Sometimes,No,11,37.5,0,4,2,10,8,9,1
719,24,M,Divorced,No,Research & Development,Research Scientist,1,1,1,Human Resources,3,1,3,4,3,Sometimes,No,12,37.5,1,4,2,3,2,2,8
720,43,F,Divorced,No,Research & Development,Manager,4,1,7,Technical Degree,4,3,3,3,3,Sometimes,No,11,37.5,1,3,3,1,1,1,2
721,26,M,Single,No,Research & Development,Laboratory Technician,1,1,1,Life Sciences,4,2,1,1,3,Mostly,No,13,37.5,0,2,2,6,4,4,1
722,41,F,Single,Yes,Research & Development,Healthcare Representative,2,3,8,Life Sciences,1,2,1,4,3,Sometimes,No,14,37.5,0,2,2,4,2,2,20
723,56,M,Divorced,Yes,Research & Development,Manager,4,3,5,Medical,2,2,1,4,3,Sometimes,No,14,37.5,1,2,3,18,14,5,13
724,55,M,Married,No,Research & Development,Manager,4,3,7,Medical,1,4,4,3,4,Sometimes,No,11,37.5,1,0,3,6,2,3,11
725,40,F,Married,No,Sales,Sales Executive,3,3,8,Marketing,3,2,2,4,3,Sometimes,No,12,37.5,0,2,2,15,9,15,6
726,41,F,Divorced,No,Sales,Sales Executive,2,5,5,Medical,2,1,1,3,4,Sometimes,No,21,37.5,1,2,3,0,0,0,2
727,21,M,Married,No,Research & Development,Research Scientist,1,3,1,Other,3,3,4,4,3,Sometimes,No,19,37.5,1,2,3,8,2,8,20
728,48,M,Divorced,No,Sales,Sales Executive,3,3,4,Marketing,1,3,3,3,4,Mostly,No,21,37.5,1,2,2,11,7,7,29
729,41,F,Single,No,Research & Development,Manufacturing Director,2,4,7,Medical,4,3,3,4,3,Sometimes,No,13,37.5,0,4,4,5,3,2,2
730,40,F,Single,No,Research & Development,Laboratory Technician,1,3,5,Medical,2,3,4,3,3,Sometimes,No,14,37.5,0,3,4,8,1,1,27
731,38,M,Divorced,Yes,Research & Development,Research Scientist,2,4,0,Medical,4,2,3,1,3,Mostly,Yes,12,37.5,2,2,1,5,3,4,3
732,29,M,Divorced,No,Sales,Sales Representative,1,3,1,Medical,4,4,2,3,4,No,No,23,37.5,1,2,3,1,1,1,17
733,36,F,Divorced,No,Research & Development,Manufacturing Director,3,3,2,Life Sciences,3,3,1,3,3,Sometimes,No,18,37.5,1,3,3,3,1,3,1
734,30,M,Single,No,Research & Development,Healthcare Representative,2,2,2,Life Sciences,3,2,4,3,3,Sometimes,No,12,37.5,0,2,3,1,1,1,1
735,40,M,Single,Yes,Research & Development,Laboratory Technician,2,4,5,Life Sciences,2,3,3,3,4,Mostly,No,22,37.5,0,5,3,8,0,6,28
736,46,M,Married,No,Sales,Sales Executive,2,2,1,Marketing,3,4,4,2,3,Sometimes,Yes,19,37.5,0,3,4,7,7,7,2
737,31,M,Single,No,Research & Development,Healthcare Representative,2,3,3,Life Sciences,4,4,2,4,3,Sometimes,No,18,37.5,0,2,3,9,4,4,9
738,38,F,Divorced,No,Research & Development,Research Scientist,1,4,4,Medical,3,3,4,3,3,Sometimes,Yes,12,37.5,1,3,3,4,2,2,1
